ISIN;Currency;Exchange;ETF Underlying Index Ticker;Dvd Freq;Code;Type;Name;GICS Sector;GICS Ind Name;Name
IT0000062072;EUR;IM;#N/A Field Not Applicable;Annual;G;Common Stock;ASSICURAZIONI GENERALI;Financials;Insurance;GENERALI ASSIC
IT0000072618;EUR;IM;#N/A Field Not Applicable;Annual;ISP;Common Stock;INTESA SANPAOLO;Financials;Banks;INTESA SANPAOLO
IT0005211237;EUR;IM;#N/A Field Not Applicable;Annual;IG;Common Stock;ITALGAS SPA;Utilities;Gas Utilities;ITALGAS SPA
IT0000336518;EUR;IM;#N/A Field Not Applicable;Irreg;JUVE;Common Stock;JUVENTUS FOOTBALL CLUB SPA;Communication Services;Entertainment;JUVENTUS FOOTBAL
IT0003856405;EUR;IM;#N/A Field Not Applicable;Annual;LDO;Common Stock;LEONARDO SPA;Industrials;Aerospace & Defense;LEONARDO SPA
IT0000062957;EUR;IM;#N/A Field Not Applicable;Annual;MB;Common Stock;MEDIOBANCA SPA;Financials;Banks;MEDIOBANCA
IT0004965148;EUR;IM;#N/A Field Not Applicable;Annual;MONC;Common Stock;MONCLER SPA;Consumer Discretionary;Textiles, Apparel & Luxury Goo;MONCLER SPA
IT0005278236;EUR;IM;#N/A Field Not Applicable;Annual;PIRC;Common Stock;PIRELLI & C SPA;Consumer Discretionary;Auto Components;PIRELLI E C SPA
IT0003796171;EUR;IM;#N/A Field Not Applicable;Semi-Anl;PST;Common Stock;POSTE ITALIANE SPA;Financials;Insurance;POSTE ITALIANE
IT0004176001;EUR;IM;#N/A Field Not Applicable;Annual;PRY;Common Stock;PRYSMIAN SPA;Industrials;Electrical Equipment;PRYSMIAN SPA
IT0003828271;EUR;IM;#N/A Field Not Applicable;Semi-Anl;REC;Common Stock;RECORDATI INDUSTRIA CHIMICA;Health Care;Pharmaceuticals;RECORDATI SPA
IT0005252140;EUR;IM;#N/A Field Not Applicable;Irreg;SPM;Common Stock;SAIPEM SPA;Energy;Energy Equipment & Services;SAIPEM SPA
IT0004712375;EUR;IM;#N/A Field Not Applicable;Annual;SFER;Common Stock;SALVATORE FERRAGAMO SPA;Consumer Discretionary;Textiles, Apparel & Luxury Goo;FERRAGAMO SPA
IT0003153415;EUR;IM;#N/A Field Not Applicable;Semi-Anl;SRG;Common Stock;SNAM SPA;Utilities;Gas Utilities;SNAM SPA
NL0000226223;EUR;FP;#N/A Field Not Applicable;Quarter;STM;Common Stock;STMICROELECTRONICS NV;Information Technology;Semiconductors & Semiconductor;STMICROELECTRONI
IT0003497168;EUR;IM;#N/A Field Not Applicable;Irreg;TIT;Common Stock;TELECOM ITALIA SPA;Communication Services;Diversified Telecommunication;TELECOM ITALIA S
LU0156801721;EUR;IM;#N/A Field Not Applicable;Semi-Anl;TEN;Common Stock;TENARIS SA;Energy;Energy Equipment & Services;TENARIS SA
IT0003242622;EUR;IM;#N/A Field Not Applicable;Semi-Anl;TRN;Common Stock;TERNA SPA;Utilities;Electric Utilities;TERNA SPA
IT0003487029;EUR;IM;#N/A Field Not Applicable;Annual;UBI;Common Stock;UBI BANCA SPA;Financials;Banks;UBI BANCA SPA
IT0005239360;EUR;IM;#N/A Field Not Applicable;Annual;UCG;Common Stock;UNICREDIT SPA;Financials;Banks;UNICREDIT SPA
IT0004810054;EUR;IM;#N/A Field Not Applicable;Annual;UNI;Common Stock;UNIPOL GRUPPO SPA;Financials;Insurance;UNIPOL GRUPPO SP
IT0004827447;EUR;IM;#N/A Field Not Applicable;Annual;US;Common Stock;UNIPOLSAI ASSICURAZIONI SPA;Financials;Insurance;UNIPOLSAI SPA
SE0000667925;SEK;SS;#N/A Field Not Applicable;Semi-Anl;TELIA;Common Stock;TELIA CO AB;Communication Services;Diversified Telecommunication;TELIA CO AB
SE0000108656;SEK;SS;#N/A Field Not Applicable;Semi-Anl;ERICB;Common Stock;ERICSSON LM-B SHS;Information Technology;Communications Equipment;ERICSSON LM-B
FI4000297767;SEK;SS;#N/A Field Not Applicable;Annual;NDA;Common Stock;NORDEA BANK ABP;Financials;Banks;NORDEA BANK ABP
SE0000148884;SEK;SS;#N/A Field Not Applicable;Annual;SEBA;Common Stock;SKANDINAVISKA ENSKILDA BAN-A;Financials;Banks;SEB AB-A
SE0000115446;SEK;SS;#N/A Field Not Applicable;Annual;VOLVB;Common Stock;VOLVO AB-B SHS;Industrials;Machinery;VOLVO AB-B
SE0000171100;SEK;SS;#N/A Field Not Applicable;Annual;SSABA;Common Stock;SSAB AB-A SHARES;Materials;Metals & Mining;SSAB-A
SE0000242455;SEK;SS;#N/A Field Not Applicable;Annual;SWEDA;Common Stock;SWEDBANK AB - A SHARES;Financials;Banks;SWEDBANK AB-A
SE0000106270;SEK;SS;#N/A Field Not Applicable;Annual;HMB;Common Stock;HENNES & MAURITZ AB-B SHS;Consumer Discretionary;Specialty Retail;HENNES & MAURI-B
SE0007100599;SEK;SS;#N/A Field Not Applicable;Annual;SHBA;Common Stock;SVENSKA HANDELSBANKEN-A SHS;Financials;Banks;SVENSKA HAN-A
SE0000667891;SEK;SS;#N/A Field Not Applicable;Annual;SAND;Common Stock;SANDVIK AB;Industrials;Machinery;SANDVIK AB
SE0000112724;SEK;SS;#N/A Field Not Applicable;Annual;SCAB;Common Stock;SVENSKA CELLULOSA AB SCA-B;Materials;Paper & Forest Products;SVENSKA CELL-B
SE0007100581;SEK;SS;#N/A Field Not Applicable;Semi-Anl;ASSAB;Common Stock;ASSA ABLOY AB-B;Industrials;Building Products;ASSA ABLOY AB-B
SE0005190238;SEK;SS;#N/A Field Not Applicable;Semi-Anl;TEL2B;Common Stock;TELE2 AB-B SHS;Communication Services;Wireless Telecommunication Ser;TELE2 AB-B SHS
SE0000108227;SEK;SS;#N/A Field Not Applicable;Annual;SKFB;Common Stock;SKF AB-B SHARES;Industrials;Machinery;SKF AB- B SHARES
CH0012221716;CHF;SW;#N/A Field Not Applicable;Annual;ABBN;Common Stock;ABB LTD-REG;Industrials;Electrical Equipment;ABB LTD-REG
SE0009922164;SEK;SS;#N/A Field Not Applicable;Annual;ESSITYB;Common Stock;ESSITY AKTIEBOLAG-B;Consumer Staples;Household Products;ESSITY AKTIEBO-B
SE0011166610;SEK;SS;#N/A Field Not Applicable;Semi-Anl;ATCOA;Common Stock;ATLAS COPCO AB-A SHS;Industrials;Machinery;ATLAS COPCO-A
SE0000163594;SEK;SS;#N/A Field Not Applicable;Annual;SECUB;Common Stock;SECURITAS AB-B SHS;Industrials;Commercial Services & Supplies;SECURITAS AB-B
SE0000103814;SEK;SS;#N/A Field Not Applicable;Semi-Anl;ELUXB;Common Stock;ELECTROLUX AB-SER B;Consumer Discretionary;Household Durables;ELECTROLUX AB-B
SE0000107419;EUR;S2;#N/A Field Not Applicable;Semi-Anl;IVSBD;Common Stock;INVESTOR AB-B SHS;Financials;Diversified Financial Services;INVESTOR AB-B
SE0000202624;SEK;SS;#N/A Field Not Applicable;Annual;GETIB;Common Stock;GETINGE AB-B SHS;Health Care;Health Care Equipment & Suppli;GETINGE AB-B SHS
SE0000113250;SEK;SS;#N/A Field Not Applicable;Annual;SKAB;Common Stock;SKANSKA AB-B SHS;Industrials;Construction & Engineering;SKANSKA AB-B
SE0000695876;SEK;SS;#N/A Field Not Applicable;Annual;ALFA;Common Stock;ALFA LAVAL AB;Industrials;Machinery;ALFA LAVAL AB
SE0011166628;SEK;SS;#N/A Field Not Applicable;Semi-Anl;ATCOB;Common Stock;ATLAS COPCO AB-B SHS;Industrials;Machinery;ATLAS COPCO-B
GB0009895292;GBp;LN;#N/A Field Not Applicable;Semi-Anl;AZN;Common Stock;ASTRAZENECA PLC;Health Care;Pharmaceuticals;ASTRAZENECA PLC
SE0000382335;SEK;SS;#N/A Field Not Applicable;Quarter;ALIV;SDR;AUTOLIV INC-SWED DEP RECEIPT;Consumer Discretionary;Auto Components;AUTOLIV INC-SDR
ES0113900J37;EUR;SM;#N/A Field Not Applicable;Semi-Anl;SAN;Common Stock;BANCO SANTANDER SA;Financials;Banks;BANCO SANTANDER
ES0113860A34;EUR;SM;#N/A Field Not Applicable;Semi-Anl;SAB;Common Stock;BANCO DE SABADELL SA;Financials;Banks;BANCO SABADELL
ES0113211835;EUR;SM;#N/A Field Not Applicable;Semi-Anl;BBVA;Common Stock;BANCO BILBAO VIZCAYA ARGENTA;Financials;Banks;BBVA
ES0140609019;EUR;SM;#N/A Field Not Applicable;Annual;CABK;Common Stock;CAIXABANK SA;Financials;Banks;CAIXABANK SA
ES0178430E18;EUR;SM;#N/A Field Not Applicable;Semi-Anl;TEF;Common Stock;TELEFONICA SA;Communication Services;Diversified Telecommunication;TELEFONICA
ES0144580Y14;EUR;SM;#N/A Field Not Applicable;Semi-Anl;IBE;Common Stock;IBERDROLA SA;Utilities;Electric Utilities;IBERDROLA SA
ES0173516115;EUR;SM;#N/A Field Not Applicable;Semi-Anl;REP;Common Stock;REPSOL SA;Energy;Oil, Gas & Consumable Fuels;REPSOL SA
ES0113307062;EUR;SM;#N/A Field Not Applicable;Annual;BKIA;Common Stock;BANKIA SA;Financials;Banks;BANKIA SA
ES0177542018;GBp;LN;#N/A Field Not Applicable;Semi-Anl;IAG;Common Stock;INTL CONSOLIDATED AIRLINE-DI;Industrials;Airlines;INTL CONS AIRLIN
ES0124244E34;EUR;SM;#N/A Field Not Applicable;Semi-Anl;MAP;Common Stock;MAPFRE SA;Financials;Insurance;MAPFRE SA
ES0148396007;EUR;SM;#N/A Field Not Applicable;Semi-Anl;ITX;Common Stock;INDUSTRIA DE DISENO TEXTIL;Consumer Discretionary;Specialty Retail;INDITEX
ES0113679I37;EUR;SM;#N/A Field Not Applicable;Quarter;BKT;Common Stock;BANKINTER SA;Financials;Banks;BANKINTER
ES0173093024;EUR;SM;#N/A Field Not Applicable;Semi-Anl;REE;Common Stock;RED ELECTRICA CORPORACION SA;Utilities;Electric Utilities;RED ELECTRICA
ES0118900010;EUR;SM;#N/A Field Not Applicable;Semi-Anl;FER;Common Stock;FERROVIAL SA;Industrials;Construction & Engineering;FERROVIAL SA
ES0109067019;EUR;SM;#N/A Field Not Applicable;Semi-Anl;AMS;Common Stock;AMADEUS IT GROUP SA;Information Technology;IT Services;AMADEUS IT GROUP
ES0167050915;EUR;SM;#N/A Field Not Applicable;Semi-Anl;ACS;Common Stock;ACS ACTIVIDADES CONS Y SERV;Industrials;Construction & Engineering;ACS
ES0130625512;EUR;SM;#N/A Field Not Applicable;Irreg;ENC;Common Stock;ENCE ENERGIA Y CELULOSA SA;Materials;Paper & Forest Products;ENCE ENERGIA Y C
ES0105025003;EUR;SM;#N/A Field Not Applicable;Semi-Anl;MRL;REIT;MERLIN PROPERTIES SOCIMI SA;Real Estate;Equity Real Estate Investment;MERLIN PROPERTIE
ES0130670112;EUR;SM;#N/A Field Not Applicable;Semi-Anl;ELE;Common Stock;ENDESA SA;Utilities;Electric Utilities;ENDESA
ES0116870314;EUR;SM;#N/A Field Not Applicable;3x a yr;NTGY;Common Stock;NATURGY ENERGY GROUP SA;Utilities;Gas Utilities;NATURGY ENERGY
ES0143416115;EUR;SM;#N/A Field Not Applicable;Annual;SGRE;Common Stock;SIEMENS GAMESA RENEWABLE ENE;Industrials;Electrical Equipment;SIEMENS GAMESA R
ES0130960018;EUR;SM;#N/A Field Not Applicable;Semi-Anl;ENG;Common Stock;ENAGAS SA;Utilities;Gas Utilities;ENAGAS SA
ES0176252718;EUR;SM;#N/A Field Not Applicable;Annual;MEL;Common Stock;MELIA HOTELS INTERNATIONAL;Consumer Discretionary;Hotels, Restaurants & Leisure;MELIA HOTELS INT
ES0171996087;EUR;SM;#N/A Field Not Applicable;Semi-Anl;GRF;Common Stock;GRIFOLS SA;Health Care;Biotechnology;GRIFOLS SA
LU1598757687;EUR;NA;#N/A Field Not Applicable;Annual;MT;Common Stock;ARCELORMITTAL;Materials;Metals & Mining;ARCELORMITTAL
ES0105066007;EUR;SM;#N/A Field Not Applicable;Semi-Anl;CLNX;Common Stock;CELLNEX TELECOM SA;Communication Services;Diversified Telecommunication;CELLNEX TELECOM
ES0132105018;EUR;SM;#N/A Field Not Applicable;Annual;ACX;Common Stock;ACERINOX SA;Materials;Metals & Mining;ACERINOX
ES0184696104;USD;US;#N/A Field Not Applicable;#N/A N/A;MMBMF;Common Stock;MASMOVIL IBERCOM SA;Communication Services;Diversified Telecommunication;MASMOVIL IBERCOM
ES0139140174;EUR;SM;#N/A Field Not Applicable;Annual;COL;REIT;INMOBILIARIA COLONIAL SOCIMI;Real Estate;Equity Real Estate Investment;INMOBILIARIA COL
ES0118594417;EUR;SM;#N/A Field Not Applicable;Annual;IDR;Common Stock;INDRA SISTEMAS SA;Information Technology;IT Services;INDRA SISTEMAS
ES0157097017;EUR;SM;#N/A Field Not Applicable;Annual;ALM;Common Stock;ALMIRALL SA;Health Care;Pharmaceuticals;ALMIRALL SA
ES0105630315;EUR;SM;#N/A Field Not Applicable;Semi-Anl;CIE;Common Stock;CIE AUTOMOTIVE SA;Consumer Discretionary;Auto Components;CIE AUTOMOTIVE
ES0105046009;EUR;SM;#N/A Field Not Applicable;Annual;AENA;Common Stock;AENA SME SA;Industrials;Transportation Infrastructure;AENA SME SA
ES0125220311;EUR;SM;#N/A Field Not Applicable;Annual;ANA;Common Stock;ACCIONA SA;Utilities;Electric Utilities;ACCIONA SA
ES0184262212;EUR;SM;#N/A Field Not Applicable;Semi-Anl;VIS;Common Stock;VISCOFAN SA;Consumer Staples;Food Products;VISCOFAN
CA9611485090;CAD;CN;#N/A Field Not Applicable;Quarter;WN;Common Stock;WESTON (GEORGE) LTD;Consumer Staples;Food & Staples Retailing;WESTON (GEORGE)
CA6837151068;CAD;CN;#N/A Field Not Applicable;Quarter;OTEX;Common Stock;OPEN TEXT CORP;Information Technology;Software;OPEN TEXT CORP
CA25675T1075;CAD;CN;#N/A Field Not Applicable;Quarter;DOL;Common Stock;DOLLARAMA INC;Consumer Discretionary;Multiline Retail;DOLLARAMA INC
CA1363751027;USD;US;#N/A Field Not Applicable;Quarter;CNI;Common Stock;CANADIAN NATL RAILWAY CO;Industrials;Road & Rail;CAN NATL RAILWAY
BMG162491077;USD;US;#N/A Field Not Applicable;Quarter;BPY;Ltd Part;BROOKFIELD PROPERTY PARTNERS;Real Estate;Real Estate Management & Devel;BROOKFIELD PROPE
CA8667961053;CAD;CN;#N/A Field Not Applicable;Quarter;SLF;Common Stock;SUN LIFE FINANCIAL INC;Financials;Insurance;SUN LIFE FINANCI
CA82509L1076;USD;US;#N/A Field Not Applicable;None;SHOP;Common Stock;SHOPIFY INC - CLASS A;Information Technology;IT Services;SHOPIFY INC - A
CA13321L1085;USD;US;#N/A Field Not Applicable;Annual;CCJ;Common Stock;CAMECO CORP;Energy;Oil, Gas & Consumable Fuels;CAMECO CORP
CA1125851040;USD;US;#N/A Field Not Applicable;Quarter;BAM;Common Stock;BROOKFIELD ASSET MANAGE-CL A;Financials;Capital Markets;BROOKFIELD ASS-A
CA8029121057;CAD;CN;#N/A Field Not Applicable;Quarter;SAP;Common Stock;SAPUTO INC;Consumer Staples;Food Products;SAPUTO INC
CA7063271034;CAD;CN;#N/A Field Not Applicable;Monthly;PPL;Common Stock;PEMBINA PIPELINE CORP;Energy;Oil, Gas & Consumable Fuels;PEMBINA PIPELINE
CA3359341052;CAD;CN;#N/A Field Not Applicable;Semi-Anl;FM;Common Stock;FIRST QUANTUM MINERALS LTD;Materials;Metals & Mining;FIRST QUANTUM
CA3759161035;CAD;CN;#N/A Field Not Applicable;Quarter;GIL;Common Stock;GILDAN ACTIVEWEAR INC;Consumer Discretionary;Textiles, Apparel & Luxury Goo;GILDAN ACTIVEWEA
CA21037X1006;CAD;CN;#N/A Field Not Applicable;Quarter;CSU;Common Stock;CONSTELLATION SOFTWARE INC;Information Technology;Software;CONSTELLATION SO
CA56501R1064;CAD;CN;#N/A Field Not Applicable;Quarter;MFC;Common Stock;MANULIFE FINANCIAL CORP;Financials;Insurance;MANULIFE FIN
CA5394811015;CAD;CN;#N/A Field Not Applicable;Quarter;L;Common Stock;LOBLAW COMPANIES LTD;Consumer Staples;Food & Staples Retailing;LOBLAW COS LTD
CA13645T1003;USD;US;#N/A Field Not Applicable;Quarter;CP;Common Stock;CANADIAN PACIFIC RAILWAY LTD;Industrials;Road & Rail;CANADIAN PACIFIC
CA59162N1096;CAD;CN;#N/A Field Not Applicable;Quarter;MRU;Common Stock;METRO INC/CN;Consumer Staples;Food & Staples Retailing;METRO INC/CN
CA67077M1086;USD;US;#N/A Field Not Applicable;Quarter;NTR;Common Stock;NUTRIEN LTD;Materials;Chemicals;NUTRIEN LTD
CA0636711016;CAD;CN;#N/A Field Not Applicable;Quarter;BMO;Common Stock;BANK OF MONTREAL;Financials;Banks;BANK OF MONTREAL
CA0641491075;CAD;CN;#N/A Field Not Applicable;Quarter;BNS;Common Stock;BANK OF NOVA SCOTIA;Financials;Banks;BANK OF NOVA SCO
CA1360691010;CAD;CN;#N/A Field Not Applicable;Quarter;CM;Common Stock;CAN IMPERIAL BK OF COMMERCE;Financials;Banks;CAN IMPL BK COMM
CA1249003098;CAD;CN;#N/A Field Not Applicable;Quarter;CCL/B;Common Stock;CCL INDUSTRIES INC - CL B;Materials;Containers & Packaging;CCL INDS B
CA6330671034;CAD;CN;#N/A Field Not Applicable;Quarter;NA;Common Stock;NATIONAL BANK OF CANADA;Financials;Banks;NATL BK CANADA
CA8911605092;CAD;CN;#N/A Field Not Applicable;Quarter;TD;Common Stock;TORONTO-DOMINION BANK;Financials;Banks;TORONTO-DOM BANK
CA8672241079;CAD;CN;#N/A Field Not Applicable;Quarter;SU;Common Stock;SUNCOR ENERGY INC;Energy;Oil, Gas & Consumable Fuels;SUNCOR ENERGY
CA0679011084;USD;US;#N/A Field Not Applicable;Quarter;GOLD;Common Stock;BARRICK GOLD CORP;Materials;Metals & Mining;BARRICK GOLD CRP
CA05534B7604;CAD;CN;#N/A Field Not Applicable;Quarter;BCE;Common Stock;BCE INC;Communication Services;Diversified Telecommunication;BCE INC
CA3518581051;USD;US;#N/A Field Not Applicable;Quarter;FNV;Common Stock;FRANCO-NEVADA CORP;Materials;Metals & Mining;FRANCO-NEVADA CO
CA15135U1093;CAD;CN;#N/A Field Not Applicable;Quarter;CVE;Common Stock;CENOVUS ENERGY INC;Energy;Oil, Gas & Consumable Fuels;CENOVUS ENERGY
CA87807B1076;CAD;CN;#N/A Field Not Applicable;Quarter;TRP;Common Stock;TC ENERGY CORP;Energy;Oil, Gas & Consumable Fuels;TC ENERGY CORP
BMG162521014;USD;US;#N/A Field Not Applicable;Quarter;BIP;Ltd Part;BROOKFIELD INFRASTRUCTURE PA;Utilities;Multi-Utilities;BROOKFIELD INFRA
CA0717341071;USD;US;#N/A Field Not Applicable;Irreg;BHC;Common Stock;BAUSCH HEALTH COS INC;Health Care;Pharmaceuticals;BAUSCH HEALTH CO
CA4530384086;CAD;CN;#N/A Field Not Applicable;Quarter;IMO;Common Stock;IMPERIAL OIL LTD;Energy;Oil, Gas & Consumable Fuels;IMPERIAL OIL
CA7392391016;CAD;CN;#N/A Field Not Applicable;Quarter;POW;Common Stock;POWER CORP OF CANADA;Financials;Insurance;POWER CORP CDA
CA7800871021;CAD;CN;#N/A Field Not Applicable;Quarter;RY;Common Stock;ROYAL BANK OF CANADA;Financials;Banks;ROYAL BANK OF CA
CA01626P4033;CAD;CN;#N/A Field Not Applicable;Quarter;ATD/B;Common Stock;ALIMENTATION COUCHE-TARD -B;Consumer Staples;Food & Staples Retailing;ALIMEN COUCHE-B
CA0084741085;USD;US;#N/A Field Not Applicable;Quarter;AEM;Common Stock;AGNICO EAGLE MINES LTD;Materials;Metals & Mining;AGNICO EAGLE MIN
CA87971M1032;CAD;CN;#N/A Field Not Applicable;Quarter;T;Common Stock;TELUS CORP;Communication Services;Diversified Telecommunication;TELUS CORP
CA1363851017;CAD;CN;#N/A Field Not Applicable;Quarter;CNQ;Common Stock;CANADIAN NATURAL RESOURCES;Energy;Oil, Gas & Consumable Fuels;CAN NATURAL RES
CA1366812024;CAD;CN;#N/A Field Not Applicable;Quarter;CTC/A;Common Stock;CANADIAN TIRE CORP-CLASS A;Consumer Discretionary;Multiline Retail;CANADIAN TIRE-A
CA12532H1047;CAD;CN;#N/A Field Not Applicable;None;GIB/A;Common Stock;CGI INC;Information Technology;IT Services;CGI INC
CA76131D1033;USD;US;#N/A Field Not Applicable;Quarter;QSR;Common Stock;RESTAURANT BRANDS INTERN;Consumer Discretionary;Hotels, Restaurants & Leisure;RESTAURANT BRAND
CA49741E1007;USD;US;#N/A Field Not Applicable;Quarter;KL;Common Stock;KIRKLAND LAKE GOLD LTD;Materials;Metals & Mining;KIRKLAND LAKE GO
CA3495531079;CAD;CN;#N/A Field Not Applicable;Quarter;FTS;Common Stock;FORTIS INC;Utilities;Electric Utilities;FORTIS INC
CA29250N1050;CAD;CN;#N/A Field Not Applicable;Quarter;ENB;Common Stock;ENBRIDGE INC;Energy;Oil, Gas & Consumable Fuels;ENBRIDGE INC
CA5592224011;USD;US;#N/A Field Not Applicable;Quarter;MGA;Common Stock;MAGNA INTERNATIONAL INC;Consumer Discretionary;Auto Components;MAGNA INTL
CA82028K2002;CAD;CN;#N/A Field Not Applicable;Monthly;SJR/B;Common Stock;SHAW COMMUNICATIONS INC-B;Communication Services;Media;SHAW COMM-B
CA78460T1057;CAD;CN;#N/A Field Not Applicable;Quarter;SNC;Common Stock;SNC-LAVALIN GROUP INC;Industrials;Construction & Engineering;SNC-LAVALIN GRP
CA8787422044;USD;US;#N/A Field Not Applicable;Quarter;TECK;Common Stock;TECK RESOURCES LTD-CLS B;Materials;Metals & Mining;TECK RESOURCES-B
CA8849037095;USD;US;#N/A Field Not Applicable;Quarter;TRI;Common Stock;THOMSON REUTERS CORP;Industrials;Professional Services;THOMSON REUTERS
CA1380351009;USD;US;#N/A Field Not Applicable;None;CGC;Common Stock;CANOPY GROWTH CORP;Health Care;Pharmaceuticals;CANOPY GROWTH CO
CA1349211054;CAD;CN;#N/A Field Not Applicable;Monthly;CAR-U;REIT;CAN APARTMENT PROP REAL ESTA;Real Estate;Equity Real Estate Investment;CAN APARTMENT
CA7751092007;CAD;CN;#N/A Field Not Applicable;Quarter;RCI/B;Common Stock;ROGERS COMMUNICATIONS INC-B;Communication Services;Wireless Telecommunication Ser;ROGERS COMMUNI-B
CA45833V1094;CAD;CN;#N/A Field Not Applicable;Monthly;IPL;Common Stock;INTER PIPELINE LTD;Energy;Oil, Gas & Consumable Fuels;INTER PIPELINE L
CA0158571053;CAD;CN;#N/A Field Not Applicable;Quarter;AQN;Common Stock;ALGONQUIN POWER & UTILITIES;Utilities;Multi-Utilities;ALGONQUIN POWER
CA4969024047;USD;US;#N/A Field Not Applicable;Quarter;KGC;Common Stock;KINROSS GOLD CORP;Materials;Metals & Mining;KINROSS GOLD
CA2908761018;CAD;CN;#N/A Field Not Applicable;Quarter;EMA;Common Stock;EMERA INC;Utilities;Electric Utilities;EMERA INC
CA9628791027;USD;US;#N/A Field Not Applicable;Quarter;WPM;Common Stock;WHEATON PRECIOUS METALS CORP;Materials;Metals & Mining;WHEATON PRECIOUS
CA94106B1013;USD;US;#N/A Field Not Applicable;Quarter;WCN;Common Stock;WASTE CONNECTIONS INC;Industrials;Commercial Services & Supplies;WASTE CONNECTION
CH0012221716;CHF;SW;#N/A Field Not Applicable;Annual;ABBN;Common Stock;ABB LTD-REG;Industrials;Electrical Equipment;ABB LTD-REG
CH0012138605;CHF;SW;#N/A Field Not Applicable;Annual;ADEN;Common Stock;ADECCO GROUP AG-REG;Industrials;Professional Services;ADECCO GROUP AG
CH0210483332;CHF;SW;#N/A Field Not Applicable;Annual;CFR;Common Stock;CIE FINANCIERE RICHEMO-A REG;Consumer Discretionary;Textiles, Apparel & Luxury Goo;CIE FINANCI-REG
CH0012138530;CHF;SW;#N/A Field Not Applicable;Annual;CSGN;Common Stock;CREDIT SUISSE GROUP AG-REG;Financials;Capital Markets;CREDIT SUISS-REG
CH0030170408;CHF;SW;#N/A Field Not Applicable;Annual;GEBN;Common Stock;GEBERIT AG-REG;Industrials;Building Products;GEBERIT AG-REG
CH0010645932;CHF;SW;#N/A Field Not Applicable;Annual;GIVN;Common Stock;GIVAUDAN-REG;Materials;Chemicals;GIVAUDAN-REG
CH0012214059;CHF;SW;#N/A Field Not Applicable;Annual;HOLN;Common Stock;HOLCIM LTD;Materials;Construction Materials;HOLCIM LTD
CH0013841017;CHF;SW;#N/A Field Not Applicable;Annual;LONN;Common Stock;LONZA GROUP AG-REG;Health Care;Life Sciences Tools & Services;LONZA GROUP -REG
CH0038863350;CHF;SW;#N/A Field Not Applicable;Annual;NESN;Common Stock;NESTLE SA-REG;Consumer Staples;Food Products;NESTLE SA-REG
CH0012005267;CHF;SW;#N/A Field Not Applicable;Annual;NOVN;Common Stock;NOVARTIS AG-REG;Health Care;Pharmaceuticals;NOVARTIS AG-REG
CH0012032048;CHF;SW;#N/A Field Not Applicable;Annual;ROG;Common Stock;ROCHE HOLDING AG-GENUSSCHEIN;Health Care;Pharmaceuticals;ROCHE HLDG-GENUS
CH0008742519;CHF;SW;#N/A Field Not Applicable;Annual;SCMN;Common Stock;SWISSCOM AG-REG;Communication Services;Diversified Telecommunication;SWISSCOM AG-REG
CH0002497458;CHF;SW;#N/A Field Not Applicable;Annual;SGSN;Common Stock;SGS SA-REG;Industrials;Professional Services;SGS SA-REG
CH0014852781;CHF;SW;#N/A Field Not Applicable;Annual;SLHN;Common Stock;SWISS LIFE HOLDING AG-REG;Financials;Insurance;SWISS LIFE H AG
CH0126881561;CHF;SW;#N/A Field Not Applicable;Annual;SREN;Common Stock;SWISS RE AG;Financials;Insurance;SWISS RE AG
CH0244767585;CHF;SW;#N/A Field Not Applicable;Annual;UBSG;Common Stock;UBS GROUP AG-REG;Financials;Capital Markets;UBS GROUP AG
CH0012255151;CHF;SW;#N/A Field Not Applicable;Annual;UHR;Common Stock;SWATCH GROUP AG/THE-BR;Consumer Discretionary;Textiles, Apparel & Luxury Goo;SWATCH GROUP-BR
CH0011075394;CHF;SW;#N/A Field Not Applicable;Annual;ZURN;Common Stock;ZURICH INSURANCE GROUP AG;Financials;Insurance;ZURICH INSURANCE
CH0432492467;CHF;SW;#N/A Field Not Applicable;Annual;ALC;Common Stock;ALCON INC;Health Care;Health Care Equipment & Suppli;ALCON INC
CH0418792922;CHF;SW;#N/A Field Not Applicable;Annual;SIKA;Common Stock;SIKA AG-REG;Materials;Chemicals;SIKA AG-REG
PTBCP0AM0015;EUR;PL;#N/A Field Not Applicable;Irreg;BCP;Common Stock;BANCO COMERCIAL PORTUGUES-R;Financials;Banks;BANCO COM PORT-R
PTGAL0AM0009;EUR;PL;#N/A Field Not Applicable;Irreg;GALP;Common Stock;GALP ENERGIA SGPS SA;Energy;Oil, Gas & Consumable Fuels;GALP ENERGIA
PTEDP0AM0009;EUR;PL;#N/A Field Not Applicable;Annual;EDP;Common Stock;EDP-ENERGIAS DE PORTUGAL SA;Utilities;Electric Utilities;EDP
PTALT0AE0002;EUR;PL;#N/A Field Not Applicable;Annual;ALTR;Common Stock;ALTRI SGPS SA;Materials;Paper & Forest Products;ALTRI SGPS SA
PTJMT0AE0001;EUR;PL;#N/A Field Not Applicable;Annual;JMT;Common Stock;JERONIMO MARTINS;Consumer Staples;Food & Staples Retailing;JERONIMO MARTINS
PTZON0AM0006;EUR;PL;#N/A Field Not Applicable;Annual;NOS;Common Stock;NOS SGPS;Communication Services;Diversified Telecommunication;NOS SGPS
