ISIN,Code,Name,Country,Exchange,Currency,Type,ISIN
FR0005175080,TNG,Transgene SA,France,PA,EUR,Common Stock,FR0005175080
LU0533033667,TNOW,Lyxor MSCI World Information Technology TR UCITS ETF - C-EUR,France,PA,EUR,ETF,LU0533033667
FR0005691656,TRI,Trigano S.A,France,PA,EUR,Common Stock,FR0005691656
FR0000054470,UBI,Ubisoft Entertainment SA,France,PA,EUR,Common Stock,FR0000054470
LU1681040819,US1,Amundi Index Solutions - Amundi US Treasury 1-3 Ucits ETF USD C,France,PA,USD,ETF,LU1681040819
FR0000073041,VAC,Pierre et Vacances SA,France,PA,EUR,Common Stock,FR0000073041
FR0000031775,VCT,Vicat SA,France,PA,EUR,Common Stock,FR0000031775
FR0000124141,VIE,Veolia Environnement S.A,France,PA,EUR,Common Stock,FR0000124141
FR0000031577,VIRP,Virbac SA,France,PA,EUR,Common Stock,FR0000031577
FR0000127771,VIV,Vivendi SE,France,PA,EUR,Common Stock,FR0000127771
FR0013506730,VK,Vallourec S.A,France,PA,EUR,Common Stock,FR0013506730
FR0004056851,VLA,Valneva SE,France,PA,EUR,Common Stock,FR0004056851
FR0011995588,VLTSA,Voltalia SA,France,PA,EUR,Common Stock,FR0011995588
FR0010291245,VMX,Verimatrix Société anonyme,France,PA,EUR,Common Stock,FR0010291245
FR0010527275,WAT,Multi Units France - Lyxor World Water UCITS ETF,France,PA,EUR,ETF,FR0010527275
FR0010315770,WLD,Lyxor MSCI World UCITS ETF Dist,France,PA,EUR,ETF,FR0010315770
FR0011981968,WLN,Worldline SA,France,PA,EUR,Common Stock,FR0011981968
IE00B4X9L533,WRD,HSBC ETFs Public Limited Company - HSBC MSCI World UCITS ETF,France,PA,EUR,ETF,IE00B4X9L533
BE0974310428,XFAB,X-FAB Silicon Foundries SE,France,PA,EUR,Common Stock,BE0974310428
FR0004034072,XIL,Xilam Animation,France,PA,EUR,Common Stock,FR0004034072
DE000A288904,COP,Compugroup Medical SE & Co. KGaA,Germany,BE,EUR,Common Stock,DE000A288904
DE000ENAG999,EOAN,E.ON SE,Germany,BE,EUR,Common Stock,DE000ENAG999
US4592001014,IBM,International Business Machines Corporation,Germany,BE,EUR,Common Stock,US4592001014
US2546871060,WDP,The Walt Disney Company,Germany,BE,EUR,Common Stock,US2546871060
PTALT0AE0002,ALTR,"Altri, SGPS, S.A",Portugal,LS,EUR,Common Stock,PTALT0AE0002
PTBCP0AM0015,BCP,"Banco Comercial Português, S.A",Portugal,LS,EUR,Common Stock,PTBCP0AM0015
PTCFN0AE0003,CFN,"Cofina, SGPS, S.A",Portugal,LS,EUR,Common Stock,PTCFN0AE0003
PTCOR0AE0006,COR,"Corticeira Amorim, S.G.P.S., S.A",Portugal,LS,EUR,Common Stock,PTCOR0AE0006
PTCTT0AM0001,CTT,"CTT - Correios De Portugal, S.A",Portugal,LS,EUR,Common Stock,PTCTT0AM0001
PTEDP0AM0009,EDP,"EDP - Energias de Portugal, S.A",Portugal,LS,EUR,Common Stock,PTEDP0AM0009
ES0127797019,EDPR,"EDP Renováveis, S.A",Portugal,LS,EUR,Common Stock,ES0127797019
PTMEN0AE0005,EGL,"Mota-Engil, SGPS, S.A",Portugal,LS,EUR,Common Stock,PTMEN0AE0005
PTGAL0AM0009,GALP,"Galp Energia, SGPS, S.A",Portugal,LS,EUR,Common Stock,PTGAL0AM0009
PTIBS0AM0008,IBS,"Ibersol, S.G.P.S., S.A",Portugal,LS,EUR,Common Stock,PTIBS0AM0008
PTIPR0AM0000,IPR,"Impresa - Sociedade Gestora de Participações Sociais, S.A",Portugal,LS,EUR,Common Stock,PTIPR0AM0000
PTJMT0AE0001,JMT,"Jerónimo Martins, SGPS, S.A",Portugal,LS,EUR,Common Stock,PTJMT0AE0001
PTMFR0AM0003,MAR,"Martifer SGPS, S.A",Portugal,LS,EUR,Common Stock,PTMFR0AM0003
PTNBA0AM0006,NBA,"Novabase S.G.P.S., S.A",Portugal,LS,EUR,Common Stock,PTNBA0AM0006
PTZON0AM0006,NOS,"NOS, S.G.P.S., S.A",Portugal,LS,EUR,Common Stock,PTZON0AM0006
PTPTI0AM0006,NVG,"The Navigator Company, S.A",Portugal,LS,EUR,Common Stock,PTPTI0AM0006
PTPTC0AM0009,PHR,"Pharol, SGPS S.A",Portugal,LS,EUR,Common Stock,PTPTC0AM0009
PTFRV0AE0004,RAM,"Ramada Investimentos e Industria, S.A",Portugal,LS,EUR,Common Stock,PTFRV0AE0004
PTREL0AM0008,RENE,"REN - Redes Energéticas Nacionais, SGPS, S.A",Portugal,LS,EUR,Common Stock,PTREL0AM0008
PTSEM0AM0004,SEM,"Semapa - Sociedade de Investimento e Gestão, SGPS, S.A",Portugal,LS,EUR,Common Stock,PTSEM0AM0004
PTSLB0AM0010,SLBEN,"Sport Lisboa e Benfica - Futebol, SAD",Portugal,LS,EUR,Common Stock,PTSLB0AM0010
PTSNC0AM0006,SNC,"Sonaecom, S.G.P.S., S.A",Portugal,LS,EUR,Common Stock,PTSNC0AM0006
PTSON0AM0001,SON,"Sonae, SGPS, S.A",Portugal,LS,EUR,Common Stock,PTSON0AM0001
PTS3P0AM0025,SONI,"Sonae Indústria, S.G.P.S., S.A",Portugal,LS,EUR,Common Stock,PTS3P0AM0025
PTTD10AM0000,TDSA,"Teixeira Duarte, S.A",Portugal,LS,EUR,Common Stock,PTTD10AM0000
ES0167050915,ACS,"ACS, Actividades de Construcción y Servicios, S.A",Spain,MC,EUR,Common Stock,ES0167050915
ES0132105018,ACX,"Acerinox, S.A",Spain,MC,EUR,Common Stock,ES0132105018
ES0105046009,AENA,"Aena S.M.E., S.A",Spain,MC,EUR,Common Stock,ES0105046009
ES0157097017,ALM,"Almirall, S.A",Spain,MC,EUR,Common Stock,ES0157097017
ES0109067019,AMS,"Amadeus IT Group, S.A",Spain,MC,EUR,Common Stock,ES0109067019
ES0125220311,ANA,"Acciona, S.A",Spain,MC,EUR,Common Stock,ES0125220311
LU0569974404,APAM,Aperam S.A,Spain,MC,EUR,Common Stock,LU0569974404
ES0113211835,BBVA,"Banco Bilbao Vizcaya Argentaria, S.A",Spain,MC,EUR,Common Stock,ES0113211835
ES0113679I37,BKT,"Bankinter, S.A",Spain,MC,EUR,Common Stock,ES0113679I37
ES0140609019,CABK,"CaixaBank, S.A",Spain,MC,EUR,Common Stock,ES0140609019
ES0105630315,CIE,"CIE Automotive, S.A",Spain,MC,EUR,Common Stock,ES0105630315
ES0105066007,CLNX,"Cellnex Telecom, S.A",Spain,MC,EUR,Common Stock,ES0105066007
ES0139140174,COL,"Inmobiliaria Colonial, SOCIMI, S.A",Spain,MC,EUR,Common Stock,ES0139140174
ES0130670112,ELE,"Endesa, S.A",Spain,MC,EUR,Common Stock,ES0130670112
ES0130625512,ENC,"ENCE Energía y Celulosa, S.A",Spain,MC,EUR,Common Stock,ES0130625512
ES0130960018,ENG,"Enagás, S.A",Spain,MC,EUR,Common Stock,ES0130960018
ES0118900010,FER,"Ferrovial, S.A",Spain,MC,EUR,Common Stock,ES0118900010
ES0171996087,GRF,"Grifols, S.A",Spain,MC,EUR,Common Stock,ES0171996087
ES0177542018,IAG,"International Consolidated Airlines Group, S.A",Spain,MC,EUR,Common Stock,ES0177542018
ES0144580Y14,IBE,"Iberdrola, S.A",Spain,MC,EUR,Common Stock,ES0144580Y14
ES0118594417,IDR,"Indra Sistemas, S.A",Spain,MC,EUR,Common Stock,ES0118594417
ES0148396007,ITX,"Industria de Diseño Textil, S.A",Spain,MC,EUR,Common Stock,ES0148396007
ES0124244E34,MAP,"Mapfre, S.A",Spain,MC,EUR,Common Stock,ES0124244E34
ES0176252718,MEL,"Meliá Hotels International, S.A",Spain,MC,EUR,Common Stock,ES0176252718
ES0105025003,MRL,"MERLIN Properties SOCIMI, S.A",Spain,MC,EUR,Common Stock,ES0105025003
LU1598757687,MTS,ArcelorMittal,Spain,MC,EUR,Common Stock,LU1598757687
ES0116870314,NTGY,"Naturgy Energy Group, S.A",Spain,MC,EUR,Common Stock,ES0116870314
ES0173093024,REE,"Red Eléctrica Corporación, S.A",Spain,MC,EUR,Common Stock,ES0173093024
ES0173516115,REP,"Repsol, S.A",Spain,MC,EUR,Common Stock,ES0173516115
ES0113860A34,SAB,"Banco de Sabadell, S.A",Spain,MC,EUR,Common Stock,ES0113860A34
ES0113900J37,SAN,"Banco Santander, S.A",Spain,MC,EUR,Common Stock,ES0113900J37
ES0143416115,SGRE,"Siemens Gamesa Renewable Energy, S.A",Spain,MC,EUR,Common Stock,ES0143416115
ES0178430E18,TEF,"Telefónica, S.A",Spain,MC,EUR,Common Stock,ES0178430E18
ES0184262212,VIS,"Viscofan, S.A",Spain,MC,EUR,Common Stock,ES0184262212
CA0679011084,ABX,Barrick Gold Corporation,Canada,TO,CAD,Common Stock,CA0679011084
CA0084741085,AEM,Agnico Eagle Mines Limited,Canada,TO,CAD,Common Stock,CA0084741085
CA0158571053,AQN,Algonquin Power & Utilities Corp,Canada,TO,CAD,Common Stock,CA0158571053
CA01626P4033,ATD-B,Alimentation Couche-Tard Inc,Canada,TO,CAD,Common Stock,CA01626P4033
CA1125851040,BAM-A,Brookfield Asset Management Inc,Canada,TO,CAD,Common Stock,CA1125851040
CA05534B7604,BCE,BCE Inc,Canada,TO,CAD,Common Stock,CA05534B7604
CA0717341071,BHC,Bausch Health Companies Inc,Canada,TO,CAD,Common Stock,CA0717341071
BMG162521014,BIP-UN,Brookfield Infrastructure Partners L.P,Canada,TO,CAD,Common Stock,BMG162521014
CA0636711016,BMO,Bank of Montreal,Canada,TO,CAD,Common Stock,CA0636711016
CA0641491075,BNS,The Bank of Nova Scotia,Canada,TO,CAD,Common Stock,CA0641491075
BMG162491077,BPY-UN,Brookfield Property Partners L.P,Canada,TO,CAD,Common Stock,BMG162491077
CA1349211054,CAR-UN,Canadian Apartment Properties Real Estate Investment Trust,Canada,TO,CAD,Common Stock,CA1349211054
CA1249003098,CCL-B,CCL Industries Inc,Canada,TO,CAD,Common Stock,CA1249003098
CA13321L1085,CCO,Cameco Corporation,Canada,TO,CAD,Common Stock,CA13321L1085
CA1360691010,CM,Canadian Imperial Bank of Commerce,Canada,TO,CAD,Common Stock,CA1360691010
CA1363851017,CNQ,Canadian Natural Resources Limited,Canada,TO,CAD,Common Stock,CA1363851017
CA1363751027,CNR,Canadian National Railway Company,Canada,TO,CAD,Common Stock,CA1363751027
CA13645T1003,CP,Canadian Pacific Railway Limited,Canada,TO,CAD,Common Stock,CA13645T1003
CA22717L1013,CRON,Cronos Group Inc,Canada,TO,CAD,Common Stock,CA22717L1013
CA21037X1006,CSU,Constellation Software Inc,Canada,TO,CAD,Common Stock,CA21037X1006
CA1366812024,CTC,"Canadian Tire Corporation, Limited",Canada,TO,CAD,Common Stock,CA1366812024
CA15135U1093,CVE,Cenovus Energy Inc,Canada,TO,CAD,Common Stock,CA15135U1093
CA25675T1075,DOL,Dollarama Inc,Canada,TO,CAD,Common Stock,CA25675T1075
CA2908761018,EMA,Emera Incorporated,Canada,TO,CAD,Common Stock,CA2908761018
CA29250N1050,ENB,Enbridge Inc,Canada,TO,CAD,Common Stock,CA29250N1050
CA3359341052,FM,First Quantum Minerals Ltd,Canada,TO,CAD,Common Stock,CA3359341052
CA3518581051,FNV,Franco-Nevada Corporation,Canada,TO,CAD,Common Stock,CA3518581051
CA3495531079,FTS,Fortis Inc,Canada,TO,CAD,Common Stock,CA3495531079
CA12532H1047,GIB-A,CGI Inc,Canada,TO,CAD,Common Stock,CA12532H1047
CA3759161035,GIL,Gildan Activewear Inc,Canada,TO,CAD,Common Stock,CA3759161035
CA4530384086,IMO,Imperial Oil Limited,Canada,TO,CAD,Common Stock,CA4530384086
CA45833V1094,IPL,Inter Pipeline Ltd,Canada,TO,CAD,Common Stock,CA45833V1094
CA4969024047,K,Kinross Gold Corporation,Canada,TO,CAD,Common Stock,CA4969024047
CA49741E1007,KL,Kirkland Lake Gold Ltd,Canada,TO,CAD,Common Stock,CA49741E1007
CA5394811015,L,Loblaw Companies Limited,Canada,TO,CAD,Common Stock,CA5394811015
CA56501R1064,MFC,Manulife Financial Corporation,Canada,TO,CAD,Common Stock,CA56501R1064
CA5592224011,MG,Magna International Inc,Canada,TO,CAD,Common Stock,CA5592224011
CA59162N1096,MRU,Metro Inc,Canada,TO,CAD,Common Stock,CA59162N1096
CA6330671034,NA,National Bank of Canada,Canada,TO,CAD,Common Stock,CA6330671034
DE0006452907,NGT,Newmont Corporation,Canada,TO,CAD,Common Stock,DE0006452907
CA67077M1086,NTR,Nutrien Ltd,Canada,TO,CAD,Common Stock,CA67077M1086
CA6837151068,OTEX,Open Text Corporation,Canada,TO,CAD,Common Stock,CA6837151068
CA7392391016,POW,Power Corporation of Canada,Canada,TO,CAD,Common Stock,CA7392391016
CA7063271034,PPL,Pembina Pipeline Corporation,Canada,TO,CAD,Common Stock,CA7063271034
CA76131D1033,QSR,Restaurant Brands International Inc,Canada,TO,CAD,Common Stock,CA76131D1033
CA7751092007,RCI-B,Rogers Communications Inc,Canada,TO,CAD,Common Stock,CA7751092007
CA7800871021,RY,Royal Bank of Canada,Canada,TO,CAD,Common Stock,CA7800871021
CA8029121057,SAP,Saputo Inc,Canada,TO,CAD,Common Stock,CA8029121057
CA82509L1076,SHOP,Shopify Inc,Canada,TO,CAD,Common Stock,CA82509L1076
CA82028K2002,SJR-B,Shaw Communications Inc,Canada,TO,CAD,Common Stock,CA82028K2002
CA8667961053,SLF,Sun Life Financial Inc,Canada,TO,CAD,Common Stock,CA8667961053
CA78460T1057,SNC,SNC-Lavalin Group Inc,Canada,TO,CAD,Common Stock,CA78460T1057
CA8672241079,SU,Suncor Energy Inc,Canada,TO,CAD,Common Stock,CA8672241079
CA87971M1032,T,TELUS Corporation,Canada,TO,CAD,Common Stock,CA87971M1032
CA8911605092,TD,The Toronto-Dominion Bank,Canada,TO,CAD,Common Stock,CA8911605092
CA8787422044,TECK-B,Teck Resources Limited,Canada,TO,CAD,Common Stock,CA8787422044
CA8849037095,TRI,Thomson Reuters Corporation,Canada,TO,CAD,Common Stock,CA8849037095
CA87807B1076,TRP,TC Energy Corporation,Canada,TO,CAD,Common Stock,CA87807B1076
CA94106B1013,WCN,"Waste Connections, Inc",Canada,TO,CAD,Common Stock,CA94106B1013
CA1380351009,WEED,Canopy Growth Corporation,Canada,TO,CAD,Common Stock,CA1380351009
CA9611485090,WN,George Weston Limited,Canada,TO,CAD,Common Stock,CA9611485090
CA9628791027,WPM,Wheaton Precious Metals Corp,Canada,TO,CAD,Common Stock,CA9628791027
DE0006062144,1COV,Covestro AG,Germany,XETRA,EUR,Common Stock,DE0006062144
US83304A1060,1SI,Snap Inc,Germany,XETRA,EUR,Common Stock,US83304A1060
NL0011585146,2FE,Ferrari N.V,Germany,XETRA,EUR,Common Stock,NL0011585146
US70450Y1038,2PP,"PayPal Holdings, Inc",Germany,XETRA,EUR,Common Stock,US70450Y1038
US00287Y1091,4AB,AbbVie Inc,Germany,XETRA,EUR,Common Stock,US00287Y1091
US7181721090,4I1,Philip Morris International Inc,Germany,XETRA,EUR,Common Stock,US7181721090
US40434L1052,7HP,HP Inc,Germany,XETRA,EUR,Common Stock,US40434L1052
US02079K3059,ABEA,Alphabet Inc,Germany,XETRA,EUR,Common Stock,US02079K3059
US0394831020,ADM,Archer-Daniels-Midland Company,Germany,XETRA,EUR,Common Stock,US0394831020
DE000A1EWWW0,ADS,adidas AG,Germany,XETRA,EUR,Common Stock,DE000A1EWWW0
DE0005313704,AFX,Carl Zeiss Meditec AG,Germany,XETRA,EUR,Common Stock,DE0005313704
NL0011794037,AHOG,Koninklijke Ahold Delhaize NV,Germany,XETRA,EUR,Common Stock,NL0011794037
DE000A0WMPJ6,AIXA,AIXTRON SE,Germany,XETRA,EUR,Common Stock,DE000A0WMPJ6
DE0008404005,ALV,Allianz SE,Germany,XETRA,EUR,Common Stock,DE0008404005
LU1681044480,AMEA,Amundi Index Solutions - Amundi MSCI Em Asia UCITS ETF-C EUR,Germany,XETRA,EUR,ETF,LU1681044480
NL0010273215,ASME,ASML Holding N.V,Germany,XETRA,EUR,Common Stock,NL0010273215
LU1681048804,AUM5,Amundi Index Solutions - Amundi S&P 500 UCITS ETF C EUR,Germany,XETRA,EUR,ETF,LU1681048804
US0605051046,BAC,Verizon Communications Inc,Germany,XETRA,EUR,Common Stock,US0605051046
DE000BASF111,BAS,BASF SE,Germany,XETRA,EUR,Common Stock,DE000BASF111
DE000BAY0017,BAYN,Bayer Aktiengesellschaft,Germany,XETRA,EUR,Common Stock,DE000BAY0017
DE0005158703,BC8,Bechtle AG,Germany,XETRA,EUR,Common Stock,DE0005158703
DE0005200000,BEI,Beiersdorf Aktiengesellschaft,Germany,XETRA,EUR,Common Stock,DE0005200000
DE0005190003,BMW,Bayerische Motoren Werke Aktiengesellschaft,Germany,XETRA,EUR,Common Stock,DE0005190003
DE0005419105,COK,Cancom SE,Germany,XETRA,EUR,Common Stock,DE0005419105
DE0005439004,CON,Continental Aktiengesellschaft,Germany,XETRA,EUR,Common Stock,DE0005439004
DE0007100000,DAI,Daimler AG,Germany,XETRA,EUR,Common Stock,DE0007100000
DE0005810055,DB1,Deutsche Börse AG,Germany,XETRA,EUR,Common Stock,DE0005810055
DE0005140008,DBK,Deutsche Bank Aktiengesellschaft,Germany,XETRA,EUR,Common Stock,DE0005140008
DE0005552004,DPW,Deutsche Post AG,Germany,XETRA,EUR,Common Stock,DE0005552004
DE0005545503,DRI,1&1 Drillisch AG,Germany,XETRA,EUR,Common Stock,DE0005545503
DE0005550636,DRW3,Drägerwerk AG & Co. KGaA,Germany,XETRA,EUR,Common Stock,DE0005550636
DE0005557508,DTE,Deutsche Telekom AG,Germany,XETRA,EUR,Common Stock,DE0005557508
DE000A0HN5C6,DWNI,Deutsche Wohnen SE,Germany,XETRA,EUR,Common Stock,DE000A0HN5C6
IT0003132476,ENI,Eni S.p.A,Germany,XETRA,EUR,Common Stock,IT0003132476
IE0008470928,EUN1,iShares STOXX Europe 50 UCITS ETF EUR (Dist),Germany,XETRA,EUR,ETF,IE0008470928
IE0008471009,EUN2,iShares Core EURO STOXX 50 UCITS ETF EUR (Dist),Germany,XETRA,EUR,ETF,IE0008471009
IE00B3DKXQ41,EUN4,iShares &#226;&#130;&#172; Aggregate Bond UCITS ETF EUR (Dist),Germany,XETRA,EUR,ETF,IE00B3DKXQ41
IE00B3F81R35,EUN5,iShares Core &#226;&#130;&#172; Corp Bond UCITS ETF EUR (Dist),Germany,XETRA,EUR,ETF,IE00B3F81R35
IE00B3FH7618,EUN6,iShares &#226;&#130;&#172; Govt Bond 0-1yr UCITS ETF EUR (Dist),Germany,XETRA,EUR,ETF,IE00B3FH7618
IE00B4WXJJ64,EUNH,iShares Core ? Govt Bond UCITS ETF EUR (Dist),Germany,XETRA,EUR,ETF,IE00B4WXJJ64
IE00B4K48X80,EUNK,iShares Core MSCI Europe UCITS ETF EUR (Acc),Germany,XETRA,EUR,ETF,IE00B4K48X80
IE00B4L5Y983,EUNL,iShares Core MSCI World UCITS ETF USD (Acc),Germany,XETRA,EUR,ETF,IE00B4L5Y983
IE00B4L5YC18,EUNM,iShares MSCI EM UCITS ETF USD (Acc),Germany,XETRA,EUR,ETF,IE00B4L5YC18
IE00B4L5YX21,EUNN,iShares Core MSCI Japan IMI UCITS ETF USD (Acc),Germany,XETRA,EUR,ETF,IE00B4L5YX21
DE0005659700,EUZ,Eckert & Ziegler Strahlen- und Medizintechnik AG,Germany,XETRA,EUR,Common Stock,DE0005659700
DE0005664809,EVT,Evotec SE,Germany,XETRA,EUR,Common Stock,DE0005664809
US30303M1027,FB2A,"Facebook, Inc",Germany,XETRA,EUR,Common Stock,US30303M1027
DE0005785802,FME,Fresenius Medical Care AG & Co. KGaA,Germany,XETRA,EUR,Common Stock,DE0005785802
DE000A0Z2ZZ5,FNTN,freenet AG,Germany,XETRA,EUR,Common Stock,DE000A0Z2ZZ5
US79466L3024,FOO,"salesforce.com, inc",Germany,XETRA,EUR,Common Stock,US79466L3024
DE0005785604,FRE,Fresenius SE & Co. KGaA,Germany,XETRA,EUR,Common Stock,DE0005785604
US3703341046,GIS,"Gilead Sciences, Inc",Germany,XETRA,EUR,Common Stock,US3703341046
FR0013416716,GLDA,Amundi Physical Gold ETC C,Germany,XETRA,EUR,ETF,FR0013416716
US4062161017,HAL,Halliburton Company,Germany,XETRA,EUR,Common Stock,US4062161017
DE0006047004,HEI,HeidelbergCement AG,Germany,XETRA,EUR,Common Stock,DE0006047004
DE0006048432,HEN3,Henkel AG & Co. KGaA,Germany,XETRA,EUR,Common Stock,DE0006048432
IE00B14X4Q57,IBCA,iShares &#226;&#130;&#172; Govt Bond 1-3yr UCITS ETF EUR (Dist),Germany,XETRA,EUR,ETF,IE00B14X4Q57
IE0032895942,IBCD,iShares $ Corp Bond UCITS ETF USD (Dist),Germany,XETRA,EUR,ETF,IE0032895942
IE00B3ZW0K18,IBCF,iShares S&amp;P 500 EUR Hedged UCITS ETF (Acc),Germany,XETRA,EUR,ETF,IE00B3ZW0K18
IE00B441G979,IBCH,iShares MSCI World EUR Hedged UCITS ETF (Acc),Germany,XETRA,EUR,ETF,IE00B441G979
IE00B0M62X26,IBCI,iShares &#226;&#130;&#172; Inflation Linked Govt Bond UCITS ETF EUR (Acc),Germany,XETRA,EUR,ETF,IE00B0M62X26
IE00B1FZS806,IBCM,iShares &#226;&#130;&#172; Govt Bond 7-10yr UCITS ETF EUR (Dist),Germany,XETRA,EUR,ETF,IE00B1FZS806
IE00B1FZS681,IBCN,iShares &#226;&#130;&#172; Govt Bond 3-5yr UCITS ETF EUR (Dist),Germany,XETRA,EUR,ETF,IE00B1FZS681
IE0032523478,IBCS,iShares &#226;&#130;&#172; Corp Bond Large Cap UCITS ETF EUR (Dist),Germany,XETRA,EUR,ETF,IE0032523478
IE00BYPC1H27,ICGB,iShares IV Public Limited Company - iShares China Government Bond 1-10yr UCITS ETF,Germany,XETRA,EUR,ETF,IE00BYPC1H27
DE0006231004,IFX,Infineon Technologies AG,Germany,XETRA,EUR,Common Stock,DE0006231004
NL0011821202,INN1,ING Groep N.V,Germany,XETRA,EUR,Common Stock,NL0011821202
IE00B1FZS574,IQQ5,iShares MSCI Turkey UCITS ETF USD (Dist),Germany,XETRA,EUR,ETF,IE00B1FZS574
IE00B1FZS350,IQQ6,iShares Developed Markets Property Yield UCITS ETF USD (Dist),Germany,XETRA,EUR,ETF,IE00B1FZS350
IE00B0M62S72,IQQA,iShares Euro Dividend UCITS ETF EUR (Dist),Germany,XETRA,EUR,ETF,IE00B0M62S72
IE00B0M63516,IQQB,iShares MSCI Brazil UCITS ETF USD (Dist),Germany,XETRA,EUR,ETF,IE00B0M63516
IE00B02KXK85,IQQC,iShares China Large Cap UCITS ETF USD (Dist),Germany,XETRA,EUR,ETF,IE00B02KXK85
IE00B0M63177,IQQE,iShares MSCI EM UCITS ETF USD (Dist),Germany,XETRA,EUR,ETF,IE00B0M63177
IE00B0M63730,IQQF,iShares MSCI AC Far East ex-Japan UCITS ETF USD (Dist),Germany,XETRA,EUR,ETF,IE00B0M63730
IE00B1FZS467,IQQI,iShares Global Infrastructure UCITS ETF USD (Dist),Germany,XETRA,EUR,ETF,IE00B1FZS467
IE00B02KXH56,IQQJ,iShares MSCI Japan UCITS ETF USD (Dist),Germany,XETRA,EUR,ETF,IE00B02KXH56
IE00B1TXHL60,IQQL,iShares Listed Private Equity UCITS ETF USD (Dist),Germany,XETRA,EUR,ETF,IE00B1TXHL60
IE00B02KXL92,IQQM,iShares EURO STOXX Mid UCITS ETF EUR (Dist),Germany,XETRA,EUR,ETF,IE00B02KXL92
IE00B14X4M10,IQQN,iShares MSCI North America UCITS ETF USD (Dist),Germany,XETRA,EUR,ETF,IE00B14X4M10
IE00B0M63284,IQQP,iShares European Property Yield UCITS ETF EUR (Dist),Germany,XETRA,EUR,ETF,IE00B0M63284
IE00B02KXM00,IQQS,iShares Public Limited Company - iShares EURO STOXX Small UCITS ETF,Germany,XETRA,EUR,ETF,IE00B02KXM00
IE00B14X4N27,IQQU,iShares MSCI Europe ex-UK UCITS ETF EUR (Dist),Germany,XETRA,EUR,ETF,IE00B14X4N27
IE00B0M62Q58,IQQW,iShares MSCI World UCITS ETF USD (Dist) EUR,Germany,XETRA,EUR,ETF,IE00B0M62Q58
IE00B14X4T88,IQQX,iShares Asia Pacific Dividend UCITS ETF USD (Dist),Germany,XETRA,EUR,ETF,IE00B14X4T88
IE00B1YZSC51,IQQY,iShares Core MSCI Europe UCITS ETF EUR (Dist),Germany,XETRA,EUR,ETF,IE00B1YZSC51
IE00B6X2VY59,IS0Y,iShares &#226;&#130;&#172; Corp Bond Interest Rate Hedged UCITS ETF EUR (Dist),Germany,XETRA,EUR,ETF,IE00B6X2VY59
IE00BCRY5Y77,IS3J,iShares $ Short Duration Corp Bond UCITS ETF USD (Dist),Germany,XETRA,EUR,ETF,IE00BCRY5Y77
IE00BCRY6557,IS3M,iShares &#226;&#130;&#172; Ultrashort Bond UCITS ETF EUR (Dist),Germany,XETRA,EUR,ETF,IE00BCRY6557
IE00BKM4GZ66,IS3N,iShares Core MSCI EM IMI UCITS ETF USD (Acc),Germany,XETRA,EUR,ETF,IE00BKM4GZ66
IE00B3B8Q275,IUS6,iShares &#226;&#130;&#172; Covered Bond UCITS ETF EUR (Dist),Germany,XETRA,EUR,ETF,IE00B3B8Q275
IE0031442068,IUSA,iShares Core S&P 500 UCITS ETF USD Dist,Germany,XETRA,EUR,ETF,IE0031442068
IE00B52VJ196,IUSK,iShares MSCI Europe SRI UCITS ETF EUR (Acc),Germany,XETRA,EUR,ETF,IE00B52VJ196
IE00B57X3V84,IUSL,iShares Dow Jones Global Sustainability Screened UCITS ETF USD (Acc),Germany,XETRA,EUR,ETF,IE00B57X3V84
IE00B1FZS798,IUSM,iShares $ Treasury Bond 7-10yr UCITS ETF USD (Dist),Germany,XETRA,EUR,ETF,IE00B1FZS798
IE00B1FZSC47,IUST,iShares $ TIPS UCITS ETF USD (Acc),Germany,XETRA,EUR,ETF,IE00B1FZSC47
IE00B14X4S71,IUSU,iShares S&amp;P 500 Utilities Sector UCITS ETF USD (Acc),Germany,XETRA,EUR,ETF,IE00B14X4S71
IE0005042456,IUSZ,iShares Core FTSE 100 UCITS ETF GBP (Dist),Germany,XETRA,EUR,ETF,IE0005042456
DE000A2NB601,JEN,Jenoptik AG,Germany,XETRA,EUR,Common Stock,DE000A2NB601
US4781601046,JNJ,Johnson & Johnson,Germany,XETRA,EUR,Common Stock,US4781601046
US5007541064,KHNZ,The Kraft Heinz Company,Germany,XETRA,EUR,Common Stock,US5007541064
LU1834983477,LBNK,Lyxor Index Fund - Lyxor Stoxx Europe 600 Banks UCITS ETF Acc,Germany,XETRA,EUR,ETF,LU1834983477
LU1834986900,LHTC,Lyxor Index Fund - Lyxor Stoxx Europe 600 Healthcare UCITS ETF Acc,Germany,XETRA,EUR,ETF,LU1834986900
IE00BZ12WP82,LIN,Linde plc,Germany,XETRA,EUR,Common Stock,IE00BZ12WP82
US5324571083,LLY,Eli Lilly and Company,Germany,XETRA,EUR,Common Stock,US5324571083
LU1834988278,LOGS,Lyxor Index Fund - Lyxor Stoxx Europe 600 Oil &amp; Gas UCITS ETF Acc,Germany,XETRA,EUR,ETF,LU1834988278
LU1834988518,LTUG,Lyxor Index Fund - Lyxor Stoxx Europe 600 Technology UCITS ETF Acc,Germany,XETRA,EUR,ETF,LU1834988518
LU1829221024,LYMS,Lyxor Nasdaq-100 Ucits ETF Acc,Germany,XETRA,EUR,ETF,LU1829221024
